-41,67,-60,3,30,39,-9,-2,3,1956439,6,bicep curl
-42,64,-61,3,32,40,0,-3,-2,1956751,6,bicep curl
-41,65,-63,3,31,39,-2,1,-2,1957063,6,bicep curl
-43,66,-60,3,31,40,4,0,-1,1957375,6,bicep curl
-42,69,-56,2,31,39,8,-4,-5,1957687,6,bicep curl
-43,75,-57,4,30,35,0,-2,-10,1957999,6,bicep curl
-56,66,-96,4,31,39,-78,-33,34,1958311,6,bicep curl
-57,21,-86,-3,52,55,-142,12,68,1958623,6,bicep curl
-38,-69,-53,3,73,47,-76,-43,30,1958935,6,bicep curl
-19,-87,-49,6,77,40,61,6,-13,1959247,6,bicep curl
-27,-59,-64,3,71,48,62,4,-20,1959559,6,bicep curl
-56,-6,-107,-1,53,53,101,-23,-53,1959871,6,bicep curl
-57,36,-74,0,41,48,58,20,-32,1960183,6,bicep curl
-52,68,-65,3,32,42,42,6,-23,1960495,6,bicep curl
-46,78,-49,4,30,36,19,9,-3,1960807,6,bicep curl
-43,77,-45,4,30,36,-14,-15,14,1961119,6,bicep curl
-42,61,-75,3,33,41,-65,-19,27,1961431,6,bicep curl
-43,21,-87,2,45,52,-71,-25,31,1961743,6,bicep curl
-28,-32,-91,4,59,54,-82,10,31,1962055,6,bicep curl
-19,-74,-67,7,71,48,-54,9,26,1962367,6,bicep curl
-4,-91,-26,8,77,41,-18,18,16,1962679,6,bicep curl
-8,-87,-52,7,75,44,32,3,-23,1962991,6,bicep curl
-28,-68,-62,3,71,49,44,6,-20,1963303,6,bicep curl
-34,-36,-83,0,62,52,49,7,-45,1963615,6,bicep curl
-32,8,-102,-3,49,53,70,3,-43,1963927,6,bicep curl
-73,43,-71,1,36,47,72,-18,-38,1964239,6,bicep curl
-50,74,-55,3,30,40,21,-9,-14,1964551,6,bicep curl
-42,76,-46,3,30,38,9,-1,-8,1964863,6,bicep curl
-40,75,-46,2,30,36,4,5,-3,1965175,6,bicep curl
-49,74,-49,3,30,36,-4,11,0,1965487,6,bicep curl
10,72,60,-20,30,21,6,146,2,1965799,6,bicep curl
3,85,63,-18,30,-1,12,34,8,1966111,6,bicep curl
-4,61,69,-20,33,-6,15,0,12,1966423,6,bicep curl
-5,57,71,-20,35,-9,6,10,6,1966735,6,bicep curl

BASELINE FILE
